gene,count,length
ENST00000398014,348,1083
ENST00000374043,597,1209
ENST00000398015,4728,2955
ENST00000638128,2241,2868
ENST00000398016,3188,3231
ENST00000374049,361,1032
ENST00000398019,575,1143
ENST00000614159,312,1044
ENST00000614167,262,1149
ENST00000614163,577,888
ENST00000217515,413,870
ENST00000374051,640,2487
ENST00000374050,118,357
ENST00000398000,481,1302
ENST00000374056,573,1992
ENST00000350060,568,2841
ENST00000350061,2732,6486
ENST00000398004,352,942
ENST00000374059,479,1671
ENST00000638118,485,1107
ENST00000374057,298,1038
ENST00000398006,522,1323
ENST00000398008,180,600
ENST00000398009,182,600
ENST00000638119,327,1941
ENST00000638120,487,1473
ENST00000614176,1092,1734
ENST00000638121,89,414
ENST00000614174,247,267
ENST00000423407,457,1104
ENST00000349062,386,1425
ENST00000350051,192,429
ENST00000398030,158,957
ENST00000447409,109,750
ENST00000398033,340,486
ENST00000628781,5344,1668
ENST00000349064,365,1596
ENST00000398035,113,465
ENST00000447404,562,2019
ENST00000447402,336,1233
ENST00000614135,509,1746
ENST00000638108,304,1419
ENST00000350057,383,1401
ENST00000242505,586,1749
ENST00000614145,158,264
ENST00000580398,666,2151
ENST00000638112,1310,1371
ENST00000398020,134,855
ENST00000374072,56,180
ENST00000349077,668,816
ENST00000398022,742,1929
ENST00000374077,58,240
ENST00000447419,449,1437
ENST00000374078,59,240
ENST00000398023,110,270
ENST00000374075,862,4077
ENST00000628793,217,252
ENST00000374076,228,627
ENST00000350048,282,1344
ENST00000398027,482,1947
ENST00000374079,265,1155
ENST00000447411,744,1644
ENST00000614147,275,777
ENST00000614149,540,4452
ENST00000614153,116,465
ENST00000638102,86,606
ENST00000638101,1662,228
ENST00000374080,1394,6534
ENST00000374001,1130,1761
ENST00000374004,344,1590
ENST00000374005,402,1590
ENST00000374006,117,498
ENST00000374007,121,483
ENST00000638178,444,1014
ENST00000158771,158,720
ENST00000638170,20,462
ENST00000374011,968,4812
ENST00000374012,1376,3039
ENST00000374016,1855,213
ENST00000638159,1330,1416
ENST00000374017,235,543
ENST00000447431,636,2463
ENST00000374018,238,357
ENST00000638166,17,585
ENST00000638167,941,2394
ENST00000158762,451,2223
ENST00000638160,106,444
ENST00000374022,200,852
ENST00000350092,480,1584
ENST00000374023,618,897
ENST00000374021,454,675
ENST00000374026,618,699
ENST00000374027,134,522
ENST00000374024,159,993
ENST00000447445,627,1176
ENST00000614179,555,1911
ENST00000374029,196,852
ENST00000614186,860,1068
ENST00000638153,247,996
ENST00000638154,3233,2013
ENST00000579374,215,582
ENST00000579371,313,999
ENST00000614189,692,771
ENST00000638157,2433,2085
ENST00000638155,1137,2559
ENST00000374030,134,525
ENST00000350082,522,1899
ENST00000374037,294,1008
ENST00000447459,2298,996
ENST00000638137,58,465
ENST00000447452,359,975
ENST00000580340,240,888
ENST00000614197,92,753
ENST00000614192,109,480
ENST00000301061,278,1170
ENST00000339677,315,558
ENST00000423494,190,525
ENST00000340660,630,921
ENST00000423497,236,897
ENST00000301057,185,1182
ENST00000340666,679,2010
ENST00000301073,170,795
ENST00000301071,236,1356
ENST00000301072,227,1350
ENST00000594999,57,279
ENST00000506414,41,1593
ENST00000339686,613,1431
ENST00000594991,260,1098
ENST00000423484,527,1284
ENST00000423485,735,4596
ENST00000423487,566,1092
ENST00000349004,649,1128
ENST00000325017,123,906
ENST00000301068,115,552
ENST00000340677,612,2247
ENST00000301067,3802,16614
ENST00000301085,899,582
ENST00000340647,339,879
ENST00000340648,463,2277
ENST00000339656,442,1728
ENST00000339659,994,2292
ENST00000638198,607,1611
ENST00000423479,769,2103
ENST00000340645,1742,9780
ENST00000638190,312,1224
ENST00000340646,583,609
ENST00000638193,393,1212
ENST00000301096,639,1551
ENST00000301093,461,1596
ENST00000339664,294,1881
ENST00000506438,212,945
ENST00000423462,636,603
ENST00000638187,166,987
ENST00000339673,438,1542
ENST00000506442,328,1245
ENST00000340652,2009,978
ENST00000638183,888,2694
ENST00000340650,220,1188
ENST00000350030,558,2367
ENST00000291495,870,3471
ENST00000350033,247,795
ENST00000350034,805,726
ENST00000349038,518,1596
ENST00000349051,284,792
ENST00000291481,372,1209
ENST00000325064,1546,2280
ENST00000350021,184,342
ENST00000350026,3340,6711
ENST00000350027,366,1353
ENST00000350028,497,1410
ENST00000350025,104,414
ENST00000349048,643,2343
ENST00000325094,246,744
ENST00000339697,338,1362
ENST00000423431,108,243
ENST00000423432,744,402
ENST00000349015,434,1158
ENST00000291478,1557,3870
ENST00000340687,411,1392
ENST00000349014,583,3309
ENST00000325089,1493,2877
ENST00000340684,279,870
ENST00000349033,1655,4356
ENST00000325083,1211,6075
ENST00000340692,585,1911
ENST00000423420,90,342
ENST00000423421,145,477
ENST00000350009,575,2364
ENST00000423423,111,213
ENST00000423424,841,216
ENST00000340694,3488,3297
ENST00000266497,3745,4338
ENST00000521880,1492,2019
ENST00000339717,661,2808
ENST00000339711,412,2070
ENST00000521889,92,258
ENST00000570819,307,540
ENST00000340700,1575,1617
ENST00000531205,202,1515
ENST00000531206,2330,2493
ENST00000291458,188,435
ENST00000521871,454,2628
ENST00000340717,125,570
ENST00000291442,227,1215
ENST00000339728,147,606
ENST00000545862,255,1221
ENST00000545868,3486,1167
ENST00000315731,138,456
ENST00000506259,202,858
ENST00000315732,103,372
ENST00000569818,26,111
ENST00000594800,257,642
ENST00000315769,3708,462
ENST00000315764,224,900
ENST00000315765,1333,3480
ENST00000545837,49,282
ENST00000531220,233,474
ENST00000531224,1710,2763
ENST00000531221,362,810
ENST00000291439,532,1272
ENST00000339708,1081,2352
ENST00000266481,651,2100
ENST00000521895,243,381
ENST00000266483,322,1422
ENST00000315757,1495,3567
ENST00000521891,6267,10851
ENST00000315758,309,1017
ENST00000545841,225,1047
ENST00000594814,449,2040
ENST00000531214,194,972
ENST00000496589,1068,1923
ENST00000242480,409,1431
ENST00000340748,1386,4851
ENST00000340749,915,1494
ENST00000339757,1234,3123
ENST00000521848,154,456
ENST00000339758,239,324
ENST00000521849,477,1161
ENST00000266458,178,354
ENST00000506209,317,894
ENST00000521843,4288,2514
ENST00000315782,800,1926
ENST00000339754,255,828
ENST00000315792,133,321
ENST00000604705,612,1830
ENST00000594824,1707,6474
ENST00000325103,560,2103
ENST00000325106,2181,1428
ENST00000291416,385,1428
ENST00000325102,132,669
ENST00000340758,384,648
ENST00000545824,253,1044
ENST00000339766,340,483
ENST00000506217,437,396
ENST00000545825,59,534
ENST00000545822,385,1359
ENST00000339762,552,1566
ENST00000521831,90,171
ENST00000339764,331,951
ENST00000315781,531,1395
ENST00000339772,739,1911
ENST00000521839,480,1434
ENST00000301149,247,1050
ENST00000301146,721,1485
ENST00000301141,533,1485
ENST00000340750,201,942
ENST00000521861,879,1059
ENST00000340729,901,1947
ENST00000340726,2189,1779
ENST00000339737,197,471
ENST00000339738,149,708
ENST00000266434,248,759
ENST00000339732,777,1920
ENST00000604729,876,5505
ENST00000340722,209,387
ENST00000301159,218,741
ENST00000325123,384,1374
ENST00000340738,965,3756
ENST00000340736,989,4425
ENST00000521857,870,1668
ENST00000545802,197,126
ENST00000339746,1305,2184
ENST00000521859,170,393
ENST00000506237,467,384
ENST00000315796,583,1008
ENST00000545805,361,978
ENST00000339750,732,858
ENST00000506244,869,423
ENST00000325110,328,1563
ENST00000325113,156,765
ENST00000570891,1820,1140
ENST00000398097,1273,4425
ENST00000570898,36,216
ENST00000570896,242,1986
ENST00000579226,125,516
ENST00000580219,183,789
ENST00000531293,131,96
ENST00000580210,133,525
ENST00000531289,649,567
ENST00000580212,219,1299
ENST00000531287,517,1647
ENST00000496514,987,2565
ENST00000398084,128,399
ENST00000569894,226,738
ENST00000569896,184,468
ENST00000496529,317,1893
ENST00000579219,229,423
ENST00000447598,235,300
ENST00000447596,337,564
ENST00000555265,2928,3285
ENST00000531273,399,1575
ENST00000628729,511,120
ENST00000398090,630,2094
ENST00000472531,443,222
ENST00000398092,667,633
ENST00000398093,4393,12945
ENST00000242462,162,645
ENST00000579208,972,3024
ENST00000242465,197,477
ENST00000555230,175,618
ENST00000183605,341,786
ENST00000555238,1062,1956
ENST00000217455,253,960
ENST00000217456,394,1251
ENST00000604763,275,1065
ENST00000569878,289,1122
ENST00000531296,22,201
ENST00000555242,99,531
ENST00000531294,1232,1698
ENST00000628709,2332,894
ENST00000555248,67,354
ENST00000472557,227,390
ENST00000398051,767,1503
ENST00000374085,344,1194
ENST00000398052,767,1737
ENST00000545891,382,945
ENST00000398054,372,939
ENST00000374088,951,4320
ENST00000398055,391,1338
ENST00000604790,176,1881
ENST00000545897,237,825
ENST00000398056,454,939
ENST00000374086,399,1668
ENST00000398058,452,1131
ENST00000614113,339,444
ENST00000614115,409,1722
ENST00000614120,420,906
ENST00000496551,1057,1098
ENST00000628758,238,525
ENST00000496558,18906,2718
ENST00000374092,352,1374
ENST00000506290,1247,2646
ENST00000398061,751,1131
ENST00000398040,660,1863
ENST00000398042,364,645
ENST00000374094,422,2061
ENST00000374098,72,567
ENST00000398048,161,417
ENST00000614125,485,1596
ENST00000614126,234,1113
ENST00000614127,307,1164
ENST00000472571,354,141
ENST00000555220,650,261
ENST00000472572,372,1086
ENST00000614133,380,1692
ENST00000614134,277,1707
ENST00000531234,916,987
ENST00000531239,64,99
ENST00000555228,292,1056
ENST00000570848,147,435
ENST00000545871,612,1593
ENST00000398073,334,816
ENST00000545872,637,1551
ENST00000569840,1223,2379
ENST00000398075,105,801
ENST00000569842,839,2643
ENST00000545875,987,3405
ENST00000545879,274,969
ENST00000569847,428,1212
ENST00000570836,412,1989
ENST00000398080,197,627
ENST00000398081,166,264
ENST00000398083,124,399
ENST00000545882,275,867
ENST00000398063,604,1131
ENST00000315717,354,903
ENST00000545887,159,354
ENST00000315713,382,711
ENST00000315711,429,810
ENST00000614107,1050,1491
ENST00000614108,349,1674
ENST00000545889,1072,3042
ENST00000614102,3692,13773
ENST00000531252,2410,1101
ENST00000531253,1656,6120
ENST00000555202,328,345
ENST00000472590,108,297
ENST00000555206,456,1896
ENST00000555209,434,570
ENST00000398071,591,2421
ENST00000628684,309,189
ENST00000398130,1091,3651
ENST00000374160,377,786
ENST00000398131,224,1044
ENST00000374165,333,1386
ENST00000398132,90,411
ENST00000374166,654,2175
ENST00000398133,108,462
ENST00000638007,1417,3309
ENST00000398136,343,627
ENST00000374169,121,444
ENST00000398137,403,504
ENST00000638005,1848,1509
ENST00000398138,230,954
ENST00000374168,654,2208
ENST00000350198,1766,3498
ENST00000350199,585,1299
ENST00000638009,3971,6786
ENST00000638011,1137,2559
ENST00000423535,87,603
ENST00000423537,253,1209
ENST00000423538,242,969
ENST00000374172,1173,1770
ENST00000628696,4,885
ENST00000374170,958,1620
ENST00000374171,124,444
ENST00000398122,1032,2340
ENST00000374177,1622,2391
ENST00000398123,693,1989
ENST00000374174,273,657
ENST00000398125,857,1989
ENST00000447513,166,981
ENST00000398129,710,2214
ENST00000447510,1060,2598
ENST00000579298,453,1836
ENST00000614049,810,2478
ENST00000614054,287,696
ENST00000614055,21,2007
ENST00000614056,82,666
ENST00000002829,628,2358
ENST00000423525,458,1872
ENST00000374180,152,756
ENST00000374183,282,1209
ENST00000628663,296,1470
ENST00000349184,293,696
ENST00000374181,1569,2598
ENST00000374182,423,1155
ENST00000398153,247,615
ENST00000398154,166,291
ENST00000398155,362,1191
ENST00000374188,240,297
ENST00000374185,183,630
ENST00000398158,569,1656
ENST00000374189,811,1284
ENST00000614015,460,2598
ENST00000579297,132,792
ENST00000580275,130,435
ENST00000579294,631,3777
ENST00000423513,652,426
ENST00000423516,453,1896
ENST00000423517,8537,14808
ENST00000628656,1314,1254
ENST00000398160,276,834
ENST00000374195,284,1101
ENST00000374193,284,1104
ENST00000374198,340,1569
ENST00000374199,347,1566
ENST00000398145,553,2127
ENST00000398146,287,5271
ENST00000398148,428,2136
ENST00000614025,553,1167
ENST00000447531,354,1644
ENST00000447532,184,792
ENST00000614032,299,1515
ENST00000614034,303,1278
ENST00000614035,285,1413
ENST00000423503,33,132
ENST00000423507,2066,1479
ENST00000580261,144,555
ENST00000472509,435,2205
ENST00000374126,1295,2865
ENST00000447544,570,1419
ENST00000447540,2265,8694
ENST00000374127,231,1782
ENST00000614088,181,1035
ENST00000638053,674,327
ENST00000580256,159,414
ENST00000638059,117,813
ENST00000580259,187,183
ENST00000388761,77,429
ENST00000388767,218,1419
ENST00000614081,534,1083
ENST00000614082,1012,2913
ENST00000388768,703,1926
ENST00000374133,91,396
ENST00000374136,411,1023
ENST00000374134,412,1560
ENST00000374135,189,933
ENST00000374139,509,792
ENST00000638043,3516,4524
ENST00000580243,996,3234
ENST00000217428,82,270
ENST00000638048,3384,1683
ENST00000579260,214,585
ENST00000638045,3714,13416
ENST00000614096,1137,2619
ENST00000580248,696,315
ENST00000614097,101,381
ENST00000614091,220,426
ENST00000217423,242,426
ENST00000217420,533,1578
ENST00000217426,343,1299
ENST00000638040,1081,1233
ENST00000217425,83,309
ENST00000374140,1483,3597
ENST00000398110,484,1134
ENST00000374144,1182,4308
ENST00000374142,283,1167
ENST00000638029,3956,7539
ENST00000447569,934,402
ENST00000374148,388,480
ENST00000374145,213,1482
ENST00000398117,3636,720
ENST00000579248,143,555
ENST00000614058,512,1368
ENST00000614059,1667,2565
ENST00000398119,827,2625
ENST00000555283,278,288
ENST00000388781,1799,5286
ENST00000614066,524,1623
ENST00000614067,259,720
ENST00000555278,633,1446
ENST00000638035,5806,1473
ENST00000614064,74,327
ENST00000374151,459,423
ENST00000374155,466,1824
ENST00000374152,2285,5709
ENST00000398101,409,834
ENST00000374153,455,390
ENST00000398104,917,912
ENST00000398106,307,345
ENST00000447578,137,264
ENST00000614069,478,1467
ENST00000614076,95,474
ENST00000638021,867,1521
ENST00000614077,129,429
ENST00000614079,1245,4500
ENST00000217407,529,1446
ENST00000388795,529,1149
ENST00000580223,416,1689
ENST00000614072,209,240
ENST00000614074,167,762
ENST00000638023,631,1281
ENST00000614075,483,1971
ENST00000388798,804,2781
ENST00000217402,341,675
ENST00000301183,201,576
ENST00000301180,1891,4731
ENST00000521925,436,1167
ENST00000350110,5883,3087
ENST00000339796,398,954
ENST00000521920,48,189
ENST00000339797,1611,1893
ENST00000521922,2287,8379
ENST00000340780,300,687
ENST00000638099,3687,1323
ENST00000340781,820,2664
ENST00000350119,270,1203
ENST00000349114,588,1917
ENST00000325147,94,309
ENST00000638091,1127,1275
ENST00000349112,1129,1398
ENST00000301178,899,2685
ENST00000325144,388,1545
ENST00000388724,791,1698
ENST00000301175,507,1611
ENST00000388725,789,1677
ENST00000340783,36,627
ENST00000301194,455,1356
ENST00000301190,362,1359
ENST00000521913,1065,2034
ENST00000638087,1417,3309
ENST00000638088,882,2247
ENST00000340790,217,2022
ENST00000638086,1466,2304
ENST00000545908,810,3063
ENST00000638089,29,858
ENST00000340799,1153,1239
ENST00000349124,291,447
ENST00000349129,1347,7398
ENST00000388738,3128,15018
ENST00000325134,266,1269
ENST00000339777,599,1971
ENST00000374103,1129,3033
ENST00000374104,445,2799
ENST00000374102,1393,6531
ENST00000339773,557,1848
ENST00000521943,1633,2157
ENST00000339775,204,891
ENST00000388740,2133,1680
ENST00000388741,2152,1677
ENST00000340766,262,1014
ENST00000388742,2134,1779
ENST00000388743,2094,1776
ENST00000325167,189,606
ENST00000388747,224,1185
ENST00000291386,368,585
ENST00000374111,242,282
ENST00000339788,911,1659
ENST00000374114,460,2799
ENST00000374115,552,1599
ENST00000374112,486,474
ENST00000374113,254,282
ENST00000374118,337,1542
ENST00000374116,116,291
ENST00000423591,74,225
ENST00000423582,580,1506
ENST00000638063,199,1131
ENST00000506322,252,249
ENST00000388752,227,918
ENST00000423588,4665,930
ENST00000388759,163,579
ENST00000325157,1135,1824
ENST00000325192,196,933
ENST00000423571,168,1167
ENST00000423572,2466,6048
ENST00000349157,302,1629
ENST00000325180,413,1659
ENST00000350148,802,1293
ENST00000423565,548,2139
ENST00000266395,141,252
ENST00000266397,304,822
ENST00000521903,1365,2127
ENST00000423556,762,3300
ENST00000423557,167,537
ENST00000423559,686,1446
ENST00000291358,209,1401
ENST00000349139,605,2832
ENST00000388718,2027,7176
ENST00000349155,705,2172
ENST00000423540,144,477
ENST00000388711,547,1206
ENST00000388712,544,1206
ENST00000423548,1402,2355
ENST00000388715,670,1314
ENST00000223641,111,291
ENST00000223642,1201,5031
ENST00000414387,361,1728
ENST00000463314,400,417
ENST00000188790,1102,2283
ENST00000453985,1380,4761
ENST00000512805,236,954
ENST00000453981,2439,6096
ENST00000438362,709,2535
ENST00000630077,1183,4581
ENST00000463306,1146,3627
ENST00000453996,433,1548
ENST00000453994,353,1773
ENST00000630083,52,195
ENST00000512818,120,495
ENST00000630084,539,843
ENST00000438375,3439,2871
ENST00000438376,891,2040
ENST00000630065,120,201
ENST00000007969,307,1032
ENST00000512820,2717,3210
ENST00000512821,168,474
ENST00000512824,89,213
ENST00000512825,324,1053
ENST00000414371,219,348
ENST00000477973,549,657
ENST00000438387,370,420
ENST00000630058,83,177
ENST00000438389,212,408
ENST00000630056,441,1680
ENST00000644698,313,789
ENST00000438392,319,384
ENST00000414362,1327,1887
ENST00000512834,409,1680
ENST00000379499,479,1935
ENST00000380488,306,885
ENST00000380485,304,789
ENST00000380486,748,2091
ENST00000379494,304,267
ENST00000380483,304,759
ENST00000463359,1423,312
ENST00000380482,337,912
ENST00000428992,199,429
ENST00000428984,1101,2559
ENST00000223609,731,576
ENST00000428989,71,762
ENST00000380498,143,984
ENST00000380496,443,2409
ENST00000380495,237,825
ENST00000380492,432,1557
ENST00000380490,255,486
ENST00000487338,782,519
ENST00000428982,593,3855
ENST00000477989,25,201
ENST00000414324,865,2103
ENST00000463374,1290,1167
ENST00000463376,177,1233
ENST00000428963,282,918
ENST00000404992,809,3216
ENST00000404995,550,1989
ENST00000463369,551,1650
ENST00000414310,119,408
ENST00000630098,546,444
ENST00000414317,1098,189
ENST00000428956,246,5235
ENST00000379454,1852,2277
ENST00000522212,996,495
ENST00000595158,76,387
ENST00000355485,609,1575
ENST00000380441,210,582
ENST00000355481,5203,15102
ENST00000522210,478,831
ENST00000379453,462,1719
ENST00000561817,173,576
ENST00000379458,1896,9972
ENST00000536854,329,1146
ENST00000512884,452,855
ENST00000536856,328,444
ENST00000512883,526,1956
ENST00000512880,101,117
ENST00000379460,451,1668
ENST00000380448,415,972
ENST00000536859,506,1380
ENST00000380445,574,2520
ENST00000380454,210,582
ENST00000355476,822,1461
ENST00000380455,289,696
ENST00000355477,306,1173
ENST00000522202,311,891
ENST00000355472,419,1731
ENST00000380450,193,1209
ENST00000379463,348,1587
ENST00000522209,93,339
ENST00000355478,696,1491
ENST00000522208,1072,1260
ENST00000561820,948,1815
ENST00000536844,200,576
ENST00000536845,1378,3222
ENST00000355480,1845,4560
ENST00000379471,628,3025
ENST00000380456,568,2133
ENST00000380465,86,381
ENST00000379477,371,1338
ENST00000522236,675,903
ENST00000380464,84,333
ENST00000379472,712,1536
ENST00000522231,246,396
ENST00000522232,133,618
ENST00000355460,1463,1113
ENST00000331491,98,411
ENST00000536880,387,957
ENST00000331493,1059,2922
ENST00000331495,606,3303
ENST00000355467,486,1704
ENST00000453929,584,2415
ENST00000355468,280,1314
ENST00000536878,399,1425
ENST00000536871,916,1536
ENST00000379480,375,1338
ENST00000380469,574,2088
ENST00000380476,582,1509
ENST00000379487,292,1131
ENST00000522225,685,369
ENST00000522226,564,1911
ENST00000379483,303,2055
ENST00000355451,780,1086
ENST00000379484,648,1560
ENST00000380473,498,870
ENST00000438306,242,714
ENST00000379485,308,2025
ENST00000380470,391,921
ENST00000438307,302,1410
ENST00000379486,165,588
ENST00000595182,178,309
ENST00000536870,139,237
ENST00000453937,72,363
ENST00000355459,239,519
ENST00000536860,851,1812
ENST00000536861,1421,1356
ENST00000379491,394,1521
ENST00000379410,385,1836
ENST00000438313,965,1116
ENST00000379412,286,999
ENST00000595193,616,330
ENST00000379419,597,1371
ENST00000379416,1516,4002
ENST00000536810,1858,1740
ENST00000453940,375,1629
ENST00000380409,453,2016
ENST00000380405,562,2445
ENST00000536814,303,1644
ENST00000438320,234,537
ENST00000438323,173,867
ENST00000379423,311,846
ENST00000477909,484,1680
ENST00000379426,260,399
ENST00000619700,283,219
ENST00000477902,329,882
ENST00000453954,710,2040
ENST00000380419,361,1341
ENST00000380412,295,1623
ENST00000438331,587,1518
ENST00000536805,320,651
ENST00000380421,573,873
ENST00000379433,271,525
ENST00000380420,573,873
ENST00000536831,1070,3894
ENST00000512865,2490,2604
ENST00000536833,402,519
ENST00000512862,683,435
ENST00000536839,271,1017
ENST00000453960,589,1497
ENST00000512866,442,1701
ENST00000536838,734,2514
ENST00000296597,1031,510
ENST00000355498,334,1566
ENST00000355499,518,2253
ENST00000380433,206,486
ENST00000296595,705,1464
ENST00000355496,687,1752
ENST00000379445,195,246
ENST00000380430,209,696
ENST00000379446,687,2505
ENST00000355497,874,1221
ENST00000379440,253,762
ENST00000379441,940,5628
ENST00000379442,3367,16437
ENST00000379448,1529,3234
ENST00000296591,5733,1443
ENST00000379449,299,612
ENST00000536821,477,468
ENST00000477922,1247,7548
ENST00000512872,159,240
ENST00000536829,228,504
ENST00000536824,580,1845
ENST00000438351,277,468
ENST00000536827,2065,6027
ENST00000355520,2229,2409
ENST00000571224,165,264
ENST00000546268,181,525
ENST00000331555,451,519
ENST00000296585,1259,3546
ENST00000546266,692,1707
ENST00000571228,249,624
ENST00000331559,373,1215
ENST00000522298,521,1176
ENST00000296589,676,1593
ENST00000355528,2488,3579
ENST00000619609,537,2085
ENST00000355526,309,1245
ENST00000355527,420,1428
ENST00000355524,484,864
ENST00000296582,278,1317
ENST00000355522,138,1110
ENST00000331552,170,420
ENST00000296581,103,243
ENST00000561899,147,723
ENST00000585867,3688,606
ENST00000561890,418,5322
ENST00000546274,822,3213
ENST00000042381,552,3660
ENST00000296575,1311,2103
ENST00000331565,806,2184
ENST00000379500,253,861
ENST00000546276,967,3861
ENST00000404909,867,2961
ENST00000331569,173,1773
ENST00000296577,423,1800
ENST00000379506,1092,771
ENST00000379507,1233,1026
ENST00000379509,1175,1131
ENST00000379504,746,1524
ENST00000355512,4860,1383
ENST00000331563,452,2394
ENST00000619622,539,2229
ENST00000620605,836,660
ENST00000546282,4,144
ENST00000404907,1729,3525
ENST00000306591,568,1365
ENST00000306593,993,2817
ENST00000522290,428,1614
ENST00000546283,236,621
ENST00000522291,6874,3876
ENST00000296564,1539,6801
ENST00000331531,254,891
ENST00000379510,2221,3105
ENST00000546246,226,537
ENST00000546243,351,1233
ENST00000546244,307,816
ENST00000331536,684,1839
ENST00000571206,277,654
ENST00000595217,146,429
ENST00000546248,1834,861
ENST00000355504,989,1941
ENST00000379519,143,366
ENST00000355502,709,2139
ENST00000379516,555,1560
ENST00000561878,114,435
ENST00000585846,691,1563
ENST00000380502,630,2868
ENST00000379520,143,366
ENST00000595224,171,1005
ENST00000546254,1611,993
ENST00000595227,371,771
ENST00000296555,1557,1770
ENST00000296550,1598,2301
ENST00000379527,153,708
ENST00000561886,20,114
ENST00000619601,147,882
ENST00000585836,302,792
ENST00000380518,1213,4464
ENST00000380516,761,3105
ENST00000331597,555,1635
ENST00000296543,760,2601
ENST00000595235,45,567
ENST00000355560,380,1494
ENST00000546225,882,2055
ENST00000296545,623,489
ENST00000272570,279,876
ENST00000355568,750,2127
ENST00000331593,395,1209
ENST00000331595,308,1107
ENST00000644600,1095,2364
ENST00000620633,166,1035
ENST00000619656,779,588
ENST00000536899,404,207
ENST00000561851,417,1080
ENST00000620639,1029,1239
ENST00000619650,842,1797
ENST00000644609,696,1353
ENST00000522262,7384,2265
ENST00000644604,806,1584
ENST00000546231,2976,3363
ENST00000620630,347,417
ENST00000355552,265,1122
ENST00000296530,663,1560
ENST00000296533,491,1155
ENST00000536890,240,189
ENST00000619659,251,939
ENST00000355557,184,1374
ENST00000355556,563,1551
ENST00000620645,336,867
ENST00000620646,218,354
ENST00000536889,113,483
ENST00000536884,153,666
ENST00000619661,74,1437
ENST00000522250,766,537
ENST00000296521,342,537
ENST00000355540,2779,11493
ENST00000546205,2209,6255
ENST00000296525,819,990
ENST00000546206,200,525
ENST00000296522,355,801
ENST00000546203,581,1917
ENST00000585807,222,987
ENST00000546208,1775,2061
ENST00000355547,264,1518
ENST00000331573,150,867
ENST00000585809,340,1299
ENST00000561831,897,1524
ENST00000620614,721,1365
ENST00000585800,91,624
ENST00000296529,413,1038
ENST00000296526,2583,2652
ENST00000522284,707,1590
ENST00000546212,209,621
ENST00000522267,201,255
ENST00000331587,144,426
ENST00000522268,94,84
ENST00000331588,286,1878
ENST00000355530,669,1539
ENST00000546211,383,1308
ENST00000296513,795,1731
ENST00000296511,326,963
ENST00000546215,709,1446
ENST00000355537,4353,3903
ENST00000331581,2799,1416
ENST00000619635,343,1368
ENST00000619636,190,1152
ENST00000619644,639,3009
ENST00000619643,707,1527
ENST00000620627,650,168
ENST00000619641,190,156
ENST00000561840,110,390
ENST00000296518,1116,2073
ENST00000296519,326,1173
ENST00000306511,605,1281
ENST00000629016,364,252
ENST00000414305,1563,2628
ENST00000296503,165,630
ENST00000414302,335,402
ENST00000414303,307,1536
ENST00000404970,93,207
ENST00000404971,15662,4644
ENST00000644641,693,1545
ENST00000463280,717,1449
ENST00000296506,125,297
ENST00000296504,86,663
ENST00000644646,1105,3651
ENST00000620675,281,1494
ENST00000296509,164,618
ENST00000620676,2877,13167
ENST00000272542,392,2040
ENST00000487256,101,555
ENST00000487257,226,1419
ENST00000605035,1442,141
ENST00000306502,366,2064
ENST00000306503,542,1611
ENST00000306507,352,1227
ENST00000404991,447,1914
ENST00000629020,630,405
ENST00000620688,133,1218
ENST00000428931,827,3264
ENST00000644631,68,456
ENST00000644632,321,906
ENST00000428935,591,447
ENST00000404984,904,1935
ENST00000629018,8279,8841
ENST00000404989,903,984
ENST00000644638,834,765
ENST00000644635,500,1980
ENST00000306534,798,3024
ENST00000487220,84,114
ENST00000644622,926,1434
ENST00000619678,1074,918
ENST00000404953,216,876
ENST00000644621,829,1776
ENST00000619676,771,1050
ENST00000404951,701,930
ENST00000272519,323,621
ENST00000428926,838,1851
ENST00000620651,597,2649
ENST00000620652,1034,3249
ENST00000620654,81,570
ENST00000272520,205,864
ENST00000272521,190,936
ENST00000605057,852,3852
ENST00000571272,455,1710
ENST00000620667,145,384
ENST00000619684,576,2721
ENST00000619682,549,1527
ENST00000620660,636,1833
ENST00000630047,495,1530
ENST00000487289,160,489
ENST00000629059,167,120
ENST00000331511,610,1593
ENST00000630046,321,327
ENST00000487285,82,438
ENST00000630044,292,162
ENST00000605086,1435,3714
ENST00000644692,741,2427
ENST00000644686,397,1635
ENST00000404933,408,1101
ENST00000644684,100,135
ENST00000644685,1140,3207
ENST00000428900,741,1842
ENST00000404938,2500,3774
ENST00000306560,257,1662
ENST00000306562,300,1359
ENST00000428908,2154,1959
ENST00000629069,101,249
ENST00000571254,525,1734
ENST00000331523,407,1389
ENST00000306549,740,2457
ENST00000644681,709,1083
ENST00000571252,11882,2889
ENST00000571253,33,84
ENST00000644677,740,1869
ENST00000644678,1655,2325
ENST00000644676,1019,1875
ENST00000585893,564,2124
ENST00000585894,341,1110
ENST00000585892,1220,2610
ENST00000629036,125,606
ENST00000571246,49,264
ENST00000571244,389,1413
ENST00000629039,555,843
ENST00000629035,504,1602
ENST00000630027,45,120
ENST00000644667,212,786
ENST00000404910,300,381
ENST00000644661,45,369
ENST00000487270,3363,1155
ENST00000546292,2459,8166
ENST00000620691,190,2151
ENST00000404917,547,636
ENST00000620693,598,1335
ENST00000404914,531,1182
ENST00000306585,100,1575
ENST00000487276,4831,1308
